"RNA_Name";"Pro_Name";"label";"RPISeq_retrain_pred";"RPISeq_retrain_prob";"rpiCOOL_retrain_pred";"rpiCOOL_retrain_prob";"LION_pred";"LION_prob"
"ENSMUST00000181742";"ENSMUSP00000048364";"Interact";"Non.Interact";"0.152";"Non.Interact";"0.196";"Non.Interact";"0.252"
"ENSMUST00000224929";"ENSMUSP00000048364";"Interact";"Non.Interact";"0.173666666666667";"Non.Interact";"0.126";"Non.Interact";"0.141"
"ENSMUST00000137629";"ENSMUSP00000048364";"Interact";"Non.Interact";"0.137666666666667";"Non.Interact";"0.144";"Non.Interact";"0.263"
"ENSMUST00000181193";"ENSMUSP00000048364";"Interact";"Non.Interact";"0.147666666666667";"Non.Interact";"0.2";"Non.Interact";"0.274"
"ENSMUST00000210835";"ENSMUSP00000048364";"Interact";"Non.Interact";"0.165";"Non.Interact";"0.244";"Non.Interact";"0.292"
"ENSMUST00000214060";"ENSMUSP00000048364";"Interact";"Non.Interact";"0.142666666666667";"Non.Interact";"0.194";"Non.Interact";"0.267"
"ENSMUST00000183878";"ENSMUSP00000048364";"Interact";"Non.Interact";"0.136";"Non.Interact";"0.186";"Non.Interact";"0.286"
"ENSMUST00000181682";"ENSMUSP00000048364";"Interact";"Non.Interact";"0.322";"Non.Interact";"0.242";"Non.Interact";"0.337"
"ENSMUST00000181107";"ENSMUSP00000048364";"Interact";"Non.Interact";"0.187666666666667";"Non.Interact";"0.26";"Non.Interact";"0.264"
"ENSMUST00000215759";"ENSMUSP00000048364";"Interact";"Non.Interact";"0.306";"Non.Interact";"0.284";"Non.Interact";"0.389"
"ENSMUST00000181719";"ENSMUSP00000048364";"Interact";"Non.Interact";"0.252666666666667";"Non.Interact";"0.242";"Non.Interact";"0.294"
"ENSMUST00000185465";"ENSMUSP00000093640";"Interact";"Non.Interact";"0.115333333333333";"Non.Interact";"0.112";"Non.Interact";"0.169"
"ENSMUST00000190485";"ENSMUSP00000093640";"Interact";"Non.Interact";"0.129";"Non.Interact";"0.236";"Non.Interact";"0.318"
"ENSMUST00000245729";"ENSMUSP00000093640";"Interact";"Non.Interact";"0.143666666666667";"Non.Interact";"0.136";"Non.Interact";"0.18"
"ENSMUST00000245448";"ENSMUSP00000093640";"Interact";"Non.Interact";"0.136";"Non.Interact";"0.124";"Non.Interact";"0.168"
"ENSMUST00000244115";"ENSMUSP00000093640";"Interact";"Non.Interact";"0.129";"Non.Interact";"0.116";"Non.Interact";"0.173"
"ENSMUST00000246704";"ENSMUSP00000093640";"Interact";"Non.Interact";"0.137666666666667";"Non.Interact";"0.14";"Non.Interact";"0.268"
"ENSMUST00000241523";"ENSMUSP00000093640";"Interact";"Non.Interact";"0.106333333333333";"Non.Interact";"0.17";"Non.Interact";"0.331"
"ENSMUST00000246803";"ENSMUSP00000093640";"Interact";"Non.Interact";"0.108333333333333";"Non.Interact";"0.156";"Non.Interact";"0.275"
"ENSMUST00000181073";"ENSMUSP00000093640";"Interact";"Non.Interact";"0.455";"Non.Interact";"0.482";"Non.Interact";"0.276"
"ENSMUST00000180529";"ENSMUSP00000093640";"Interact";"Non.Interact";"0.484";"Interact";"0.526";"Non.Interact";"0.311"
"ENSMUST00000156293";"ENSMUSP00000093640";"Interact";"Non.Interact";"0.116666666666667";"Non.Interact";"0.208";"Non.Interact";"0.285"
"ENSMUST00000132056";"ENSMUSP00000093640";"Interact";"Non.Interact";"0.102666666666667";"Non.Interact";"0.114";"Non.Interact";"0.326"
"ENSMUST00000145570";"ENSMUSP00000093640";"Interact";"Non.Interact";"0.108333333333333";"Non.Interact";"0.096";"Non.Interact";"0.319"
"ENSMUST00000147508";"ENSMUSP00000093640";"Interact";"Non.Interact";"0.125333333333333";"Non.Interact";"0.112";"Non.Interact";"0.369"
"ENSMUST00000181436";"ENSMUSP00000093640";"Interact";"Non.Interact";"0.18";"Non.Interact";"0.196";"Non.Interact";"0.287"
"ENSMUST00000181742";"ENSMUSP00000093640";"Interact";"Non.Interact";"0.13";"Non.Interact";"0.194";"Non.Interact";"0.303"
"ENSMUST00000224929";"ENSMUSP00000093640";"Interact";"Non.Interact";"0.151666666666667";"Non.Interact";"0.124";"Non.Interact";"0.184"
"ENSMUST00000137629";"ENSMUSP00000093640";"Interact";"Non.Interact";"0.113666666666667";"Non.Interact";"0.138";"Non.Interact";"0.326"
"ENSMUST00000181193";"ENSMUSP00000093640";"Interact";"Non.Interact";"0.123333333333333";"Non.Interact";"0.194";"Non.Interact";"0.317"
"ENSMUST00000210835";"ENSMUSP00000093640";"Interact";"Non.Interact";"0.142333333333333";"Non.Interact";"0.234";"Non.Interact";"0.317"
"ENSMUST00000214060";"ENSMUSP00000093640";"Interact";"Non.Interact";"0.122333333333333";"Non.Interact";"0.192";"Non.Interact";"0.309"
"ENSMUST00000183878";"ENSMUSP00000093640";"Interact";"Non.Interact";"0.110666666666667";"Non.Interact";"0.178";"Non.Interact";"0.334"
"ENSMUST00000181682";"ENSMUSP00000093640";"Interact";"Non.Interact";"0.315";"Non.Interact";"0.238";"Non.Interact";"0.398"
"ENSMUST00000181107";"ENSMUSP00000093640";"Interact";"Non.Interact";"0.161333333333333";"Non.Interact";"0.252";"Non.Interact";"0.302"
"ENSMUST00000215759";"ENSMUSP00000093640";"Interact";"Non.Interact";"0.302333333333333";"Non.Interact";"0.276";"Non.Interact";"0.449"
"ENSMUST00000181719";"ENSMUSP00000093640";"Interact";"Non.Interact";"0.240666666666667";"Non.Interact";"0.24";"Non.Interact";"0.349"
"ENSMUST00000185465";"ENSMUSP00000132582";"Interact";"Non.Interact";"0.133";"Non.Interact";"0.12";"Non.Interact";"0.142"
"ENSMUST00000190485";"ENSMUSP00000132582";"Interact";"Non.Interact";"0.150333333333333";"Non.Interact";"0.248";"Non.Interact";"0.295"
"ENSMUST00000245729";"ENSMUSP00000132582";"Interact";"Non.Interact";"0.157333333333333";"Non.Interact";"0.136";"Non.Interact";"0.155"
"ENSMUST00000245448";"ENSMUSP00000132582";"Interact";"Non.Interact";"0.143666666666667";"Non.Interact";"0.13";"Non.Interact";"0.138"
"ENSMUST00000244115";"ENSMUSP00000132582";"Interact";"Non.Interact";"0.144333333333333";"Non.Interact";"0.128";"Non.Interact";"0.139"
"ENSMUST00000246704";"ENSMUSP00000132582";"Interact";"Non.Interact";"0.158333333333333";"Non.Interact";"0.144";"Non.Interact";"0.242"
"ENSMUST00000241523";"ENSMUSP00000132582";"Interact";"Non.Interact";"0.129666666666667";"Non.Interact";"0.174";"Non.Interact";"0.322"
"ENSMUST00000246803";"ENSMUSP00000132582";"Interact";"Non.Interact";"0.121666666666667";"Non.Interact";"0.17";"Non.Interact";"0.244"
"ENSMUST00000181073";"ENSMUSP00000132582";"Interact";"Non.Interact";"0.443";"Non.Interact";"0.492";"Non.Interact";"0.243"
"ENSMUST00000180529";"ENSMUSP00000132582";"Interact";"Non.Interact";"0.468333333333333";"Interact";"0.548";"Non.Interact";"0.273"
"ENSMUST00000156293";"ENSMUSP00000132582";"Interact";"Non.Interact";"0.136666666666667";"Non.Interact";"0.22";"Non.Interact";"0.262"
"ENSMUST00000132056";"ENSMUSP00000132582";"Interact";"Non.Interact";"0.123666666666667";"Non.Interact";"0.106";"Non.Interact";"0.283"
"ENSMUST00000145570";"ENSMUSP00000132582";"Interact";"Non.Interact";"0.127";"Non.Interact";"0.096";"Non.Interact";"0.293"
"ENSMUST00000147508";"ENSMUSP00000132582";"Interact";"Non.Interact";"0.140666666666667";"Non.Interact";"0.124";"Non.Interact";"0.334"
"ENSMUST00000181436";"ENSMUSP00000132582";"Interact";"Non.Interact";"0.201333333333333";"Non.Interact";"0.196";"Non.Interact";"0.265"
"ENSMUST00000181742";"ENSMUSP00000132582";"Interact";"Non.Interact";"0.150666666666667";"Non.Interact";"0.19";"Non.Interact";"0.262"
"ENSMUST00000224929";"ENSMUSP00000132582";"Interact";"Non.Interact";"0.167666666666667";"Non.Interact";"0.122";"Non.Interact";"0.167"
"ENSMUST00000137629";"ENSMUSP00000132582";"Interact";"Non.Interact";"0.133";"Non.Interact";"0.14";"Non.Interact";"0.277"
"ENSMUST00000181193";"ENSMUSP00000132582";"Interact";"Non.Interact";"0.143666666666667";"Non.Interact";"0.2";"Non.Interact";"0.28"
"ENSMUST00000210835";"ENSMUSP00000132582";"Interact";"Non.Interact";"0.160666666666667";"Non.Interact";"0.242";"Non.Interact";"0.298"
"ENSMUST00000214060";"ENSMUSP00000132582";"Interact";"Non.Interact";"0.138";"Non.Interact";"0.192";"Non.Interact";"0.28"
"ENSMUST00000183878";"ENSMUSP00000132582";"Interact";"Non.Interact";"0.129";"Non.Interact";"0.186";"Non.Interact";"0.296"
"ENSMUST00000181682";"ENSMUSP00000132582";"Interact";"Non.Interact";"0.313666666666667";"Non.Interact";"0.244";"Non.Interact";"0.345"
"ENSMUST00000181107";"ENSMUSP00000132582";"Interact";"Non.Interact";"0.181333333333333";"Non.Interact";"0.268";"Non.Interact";"0.272"
"ENSMUST00000215759";"ENSMUSP00000132582";"Interact";"Non.Interact";"0.300333333333333";"Non.Interact";"0.288";"Non.Interact";"0.401"
"ENSMUST00000181719";"ENSMUSP00000132582";"Interact";"Non.Interact";"0.247666666666667";"Non.Interact";"0.248";"Non.Interact";"0.309"
"ENSMUST00000185465";"ENSMUSP00000148145";"Interact";"Non.Interact";"0.084";"Non.Interact";"0.106";"Non.Interact";"0.033"
"ENSMUST00000190485";"ENSMUSP00000148145";"Interact";"Non.Interact";"0.0816666666666667";"Non.Interact";"0.124";"Non.Interact";"0.246"
"ENSMUST00000245729";"ENSMUSP00000148145";"Interact";"Non.Interact";"0.109666666666667";"Non.Interact";"0.102";"Non.Interact";"0.036"
"ENSMUST00000245448";"ENSMUSP00000148145";"Interact";"Non.Interact";"0.110666666666667";"Non.Interact";"0.096";"Non.Interact";"0.027"
"ENSMUST00000244115";"ENSMUSP00000148145";"Interact";"Non.Interact";"0.104";"Non.Interact";"0.096";"Non.Interact";"0.027"
"ENSMUST00000246704";"ENSMUSP00000148145";"Interact";"Non.Interact";"0.110333333333333";"Non.Interact";"0.11";"Non.Interact";"0.1"
"ENSMUST00000241523";"ENSMUSP00000148145";"Interact";"Non.Interact";"0.0716666666666667";"Non.Interact";"0.116";"Non.Interact";"0.25"
"ENSMUST00000246803";"ENSMUSP00000148145";"Interact";"Non.Interact";"0.078";"Non.Interact";"0.116";"Non.Interact";"0.144"
"ENSMUST00000181073";"ENSMUSP00000148145";"Interact";"Non.Interact";"0.44";"Non.Interact";"0.396";"Non.Interact";"0.148"
"ENSMUST00000180529";"ENSMUSP00000148145";"Interact";"Non.Interact";"0.467333333333333";"Non.Interact";"0.448";"Non.Interact";"0.156"
"ENSMUST00000156293";"ENSMUSP00000148145";"Interact";"Non.Interact";"0.0803333333333333";"Non.Interact";"0.112";"Non.Interact";"0.219"
"ENSMUST00000132056";"ENSMUSP00000148145";"Interact";"Non.Interact";"0.0686666666666667";"Non.Interact";"0.09";"Non.Interact";"0.179"
"ENSMUST00000145570";"ENSMUSP00000148145";"Interact";"Non.Interact";"0.07";"Non.Interact";"0.09";"Non.Interact";"0.152"
"ENSMUST00000147508";"ENSMUSP00000148145";"Interact";"Non.Interact";"0.092";"Non.Interact";"0.096";"Non.Interact";"0.211"
"ENSMUST00000181436";"ENSMUSP00000148145";"Interact";"Non.Interact";"0.127";"Non.Interact";"0.126";"Non.Interact";"0.14"
"ENSMUST00000181742";"ENSMUSP00000148145";"Interact";"Non.Interact";"0.0926666666666667";"Non.Interact";"0.138";"Non.Interact";"0.144"
"ENSMUST00000224929";"ENSMUSP00000148145";"Interact";"Non.Interact";"0.112666666666667";"Non.Interact";"0.128";"Non.Interact";"0.076"
"ENSMUST00000137629";"ENSMUSP00000148145";"Interact";"Non.Interact";"0.0746666666666667";"Non.Interact";"0.116";"Non.Interact";"0.149"
"ENSMUST00000181193";"ENSMUSP00000148145";"Interact";"Non.Interact";"0.084";"Non.Interact";"0.126";"Non.Interact";"0.189"
"ENSMUST00000210835";"ENSMUSP00000148145";"Interact";"Non.Interact";"0.097";"Non.Interact";"0.144";"Non.Interact";"0.259"
"ENSMUST00000214060";"ENSMUSP00000148145";"Interact";"Non.Interact";"0.0896666666666667";"Non.Interact";"0.116";"Non.Interact";"0.175"
"ENSMUST00000183878";"ENSMUSP00000148145";"Interact";"Non.Interact";"0.0723333333333333";"Non.Interact";"0.11";"Non.Interact";"0.16"
"ENSMUST00000181682";"ENSMUSP00000148145";"Interact";"Non.Interact";"0.284666666666667";"Non.Interact";"0.17";"Non.Interact";"0.276"
"ENSMUST00000181107";"ENSMUSP00000148145";"Interact";"Non.Interact";"0.114666666666667";"Non.Interact";"0.142";"Non.Interact";"0.174"
"ENSMUST00000215759";"ENSMUSP00000148145";"Interact";"Non.Interact";"0.271333333333333";"Non.Interact";"0.192";"Non.Interact";"0.389"
"ENSMUST00000181719";"ENSMUSP00000148145";"Interact";"Non.Interact";"0.198";"Non.Interact";"0.14";"Non.Interact";"0.146"
"ENSMUST00000185465";"ENSMUSP00000072425";"Interact";"Non.Interact";"0.0633333333333333";"Non.Interact";"0.03";"Non.Interact";"0.038"
"ENSMUST00000190485";"ENSMUSP00000072425";"Interact";"Non.Interact";"0.0613333333333333";"Non.Interact";"0.07";"Non.Interact";"0.259"
"ENSMUST00000245729";"ENSMUSP00000072425";"Interact";"Non.Interact";"0.079";"Non.Interact";"0.044";"Non.Interact";"0.04"
"ENSMUST00000245448";"ENSMUSP00000072425";"Interact";"Non.Interact";"0.0913333333333333";"Non.Interact";"0.034";"Non.Interact";"0.03"
"ENSMUST00000244115";"ENSMUSP00000072425";"Interact";"Non.Interact";"0.0816666666666667";"Non.Interact";"0.042";"Non.Interact";"0.028"
"ENSMUST00000246704";"ENSMUSP00000072425";"Interact";"Non.Interact";"0.074";"Non.Interact";"0.05";"Non.Interact";"0.116"
"ENSMUST00000241523";"ENSMUSP00000072425";"Interact";"Non.Interact";"0.054";"Non.Interact";"0.036";"Non.Interact";"0.221"
"ENSMUST00000246803";"ENSMUSP00000072425";"Interact";"Non.Interact";"0.0573333333333333";"Non.Interact";"0.038";"Non.Interact";"0.143"
"ENSMUST00000181073";"ENSMUSP00000072425";"Interact";"Non.Interact";"0.364333333333333";"Non.Interact";"0.348";"Non.Interact";"0.142"
"ENSMUST00000180529";"ENSMUSP00000072425";"Interact";"Non.Interact";"0.408";"Non.Interact";"0.4";"Non.Interact";"0.15"
"ENSMUST00000156293";"ENSMUSP00000072425";"Interact";"Non.Interact";"0.0693333333333333";"Non.Interact";"0.066";"Non.Interact";"0.236"
"ENSMUST00000132056";"ENSMUSP00000072425";"Interact";"Non.Interact";"0.0566666666666667";"Non.Interact";"0.038";"Non.Interact";"0.168"
"ENSMUST00000145570";"ENSMUSP00000072425";"Interact";"Non.Interact";"0.0543333333333333";"Non.Interact";"0.042";"Non.Interact";"0.145"
"ENSMUST00000147508";"ENSMUSP00000072425";"Interact";"Non.Interact";"0.0796666666666667";"Non.Interact";"0.052";"Non.Interact";"0.216"
"ENSMUST00000181436";"ENSMUSP00000072425";"Interact";"Non.Interact";"0.107";"Non.Interact";"0.058";"Non.Interact";"0.145"
"ENSMUST00000181742";"ENSMUSP00000072425";"Interact";"Non.Interact";"0.0726666666666667";"Non.Interact";"0.054";"Non.Interact";"0.155"
"ENSMUST00000224929";"ENSMUSP00000072425";"Interact";"Non.Interact";"0.0876666666666667";"Non.Interact";"0.07";"Non.Interact";"0.069"
"ENSMUST00000137629";"ENSMUSP00000072425";"Interact";"Non.Interact";"0.0516666666666667";"Non.Interact";"0.044";"Non.Interact";"0.173"
"ENSMUST00000181193";"ENSMUSP00000072425";"Interact";"Non.Interact";"0.0593333333333333";"Non.Interact";"0.054";"Non.Interact";"0.186"
"ENSMUST00000210835";"ENSMUSP00000072425";"Interact";"Non.Interact";"0.076";"Non.Interact";"0.11";"Non.Interact";"0.283"
"ENSMUST00000214060";"ENSMUSP00000072425";"Interact";"Non.Interact";"0.074";"Non.Interact";"0.046";"Non.Interact";"0.169"
"ENSMUST00000183878";"ENSMUSP00000072425";"Interact";"Non.Interact";"0.0586666666666667";"Non.Interact";"0.048";"Non.Interact";"0.147"
"ENSMUST00000181682";"ENSMUSP00000072425";"Interact";"Non.Interact";"0.231666666666667";"Non.Interact";"0.098";"Non.Interact";"0.285"
"ENSMUST00000181107";"ENSMUSP00000072425";"Interact";"Non.Interact";"0.0936666666666667";"Non.Interact";"0.084";"Non.Interact";"0.171"
"ENSMUST00000215759";"ENSMUSP00000072425";"Interact";"Non.Interact";"0.229666666666667";"Non.Interact";"0.12";"Non.Interact";"0.378"
"ENSMUST00000181719";"ENSMUSP00000072425";"Interact";"Non.Interact";"0.150333333333333";"Non.Interact";"0.07";"Non.Interact";"0.16"
"ENSMUST00000185465";"ENSMUSP00000124696";"Interact";"Non.Interact";"0.15";"Non.Interact";"0.068";"Non.Interact";"0.033"
"ENSMUST00000190485";"ENSMUSP00000124696";"Interact";"Non.Interact";"0.150666666666667";"Non.Interact";"0.188";"Non.Interact";"0.247"
"ENSMUST00000245729";"ENSMUSP00000124696";"Interact";"Non.Interact";"0.175333333333333";"Non.Interact";"0.096";"Non.Interact";"0.024"
"ENSMUST00000245448";"ENSMUSP00000124696";"Interact";"Non.Interact";"0.166";"Non.Interact";"0.07";"Non.Interact";"0.017"
"ENSMUST00000244115";"ENSMUSP00000124696";"Interact";"Non.Interact";"0.164666666666667";"Non.Interact";"0.078";"Non.Interact";"0.014"
"ENSMUST00000246704";"ENSMUSP00000124696";"Interact";"Non.Interact";"0.169333333333333";"Non.Interact";"0.11";"Non.Interact";"0.119"
"ENSMUST00000241523";"ENSMUSP00000124696";"Interact";"Non.Interact";"0.146333333333333";"Non.Interact";"0.12";"Non.Interact";"0.282"
