name	kmerScore_1mer	kmerScore_2mer	kmerScore_3mer	kmerScore_6mer	kmerScore_9mer	kmerScore_12mer	ORF_cover	RNA_size	coding_potential	label
ENSMUST00000033651	0.492861	0.486945	0.493725	0.490398	0.49158	0.481529	0.168776371308017	2133	0.008	0
ENSMUST00000033688	0.497001	0.492274	0.493537	0.487508	0.487824	0.534298	0.784366576819407	1113	0.16	0
ENSMUST00000033963	0.500676	0.501997	0.500315	0.498478	0.511381	0.495908	0.523012552301255	717	0.004	0
ENSMUST00000034183	0.504631	0.51245	0.500822	0.497885	0.434711	0.082066	0.257831325301205	1245	0	0
ENSMUST00000034483	0.498628	0.497106	0.507655	0.52014	0.534052	0.517691	0.483783783783784	1110	0.142	0
ENSMUST00000034550	0.501079	0.500229	0.488199	0.486022	0.484892	0.142607	0.272727272727273	1639	0	0
ENSMUST00000035860	0.500234	0.501434	0.500095	0.510909	0.530212	0.536829	0.131719327041444	2437	0	0
ENSMUST00000036023	0.502495	0.507305	0.537957	0.584126	0.630386	0.57374	0.6070826306914	593	0.33	0
ENSMUST00000036304	0.504266	0.508613	0.493047	0.482812	0.456134	0.499235	0.45369284876905	853	0.006	0
ENSMUST00000037059	0.503786	0.509231	0.527618	0.560668	0.587736	0.531175	0.89087093389297	953	0.642	1
ENSMUST00000037284	0.502024	0.505263	0.517963	0.535664	0.553907	0.545724	0.181377303588749	3093	0.02	0
ENSMUST00000037953	0.499109	0.497818	0.481753	0.469984	0.456018	0.519917	0.143156132272918	2389	0	0
ENSMUST00000038032	0.507707	0.518599	0.521921	0.532553	0.491145	0.105656	0.29860302677532	1718	0	0
ENSMUST00000038121	0.506797	0.518568	0.513211	0.521153	0.510587	0.495868	0.281112737920937	1366	0.002	0
ENSMUST00000038250	0.50112	0.502043	0.506866	0.523369	0.561987	0.550439	0.307302231237323	986	0.01	0
ENSMUST00000038450	0.504266	0.511302	0.504406	0.48976	0.46209	0.483482	0.158891616976499	2851	0.006	0
ENSMUST00000040608	0.502936	0.505927	0.495559	0.490095	0.478765	0.489383	0.153596889176928	3086	0	0
ENSMUST00000040649	0.496616	0.492183	0.5019	0.5309	0.577398	0.696789	0.375	960	0.144	0
ENSMUST00000041178	0.49679	0.493431	0.487575	0.474424	0.45926	0.486631	0.288354898336414	1082	0	0
ENSMUST00000041987	0.499087	0.498566	0.51979	0.544151	0.573052	0.567704	0.580753223023043	9851	0.626	1
ENSMUST00000041998	0.502448	0.506437	0.495236	0.487895	0.485841	0.488513	0.516823687752355	743	0	0
ENSMUST00000042061	0.501184	0.503072	0.517501	0.53152	0.546183	0.540563	1	507	0.996	1
ENSMUST00000043170	0.504288	0.509347	0.480714	0.46886	0.423835	0.44766	0.327102803738318	321	0.03	0
ENSMUST00000043209	0.500529	0.501899	0.516779	0.537807	0.563535	0.678922	0.634057971014493	1656	0.622	1
ENSMUST00000043553	0.502643	0.50646	0.524062	0.552518	0.595936	0.546871	0.378212974296206	817	0.038	0
ENSMUST00000044347	0.499061	0.497847	0.502505	0.502055	0.501296	0.535453	1	381	0.324	0
ENSMUST00000044500	0.497013	0.492202	0.487535	0.478361	0.468023	0.41439	0.0105341501116391	52401	0	0
ENSMUST00000044774	0.508736	0.522139	0.522511	0.52646	0.523799	0.517589	1	540	0.596	1
ENSMUST00000044964	0.505513	0.514365	0.510797	0.532251	0.543285	0.538378	0.167853509664293	983	0.01	0
ENSMUST00000045526	0.49958	0.499868	0.517835	0.534254	0.552584	0.553092	0.616528202885877	2287	0.43	0
ENSMUST00000046994	0.503405	0.506904	0.496791	0.488745	0.483754	0.497043	0.793577981651376	654	0.02	0
ENSMUST00000047020	0.507054	0.519525	0.514689	0.526288	0.534964	0.529141	0.294069192751236	1214	0.002	0
ENSMUST00000047607	0.507255	0.51737	0.507544	0.518754	0.52154	0.128431	0.249644381223329	1406	0.006	0
ENSMUST00000047953	0.513573	0.53566	0.535465	0.541312	0.508017	0.504048	0.175963197239793	1739	0.006	0
ENSMUST00000048109	0.504202	0.506686	0.500261	0.505245	0.513777	0.504923	0.496909765142151	809	0.002	0
ENSMUST00000048606	0.495977	0.489853	0.474514	0.452064	0.428072	0.446208	0.147072822465493	2101	0	0
ENSMUST00000048921	0.499361	0.498978	0.496449	0.494893	0.49962	0.534775	0.343853820598007	1204	0	0
ENSMUST00000048965	0.504413	0.508406	0.510373	0.51871	0.531676	0.542159	0.146671681083114	2659	0.004	0
ENSMUST00000049518	0.503388	0.507408	0.499854	0.496012	0.497113	0.55454	0.121189024390244	2624	0	0
ENSMUST00000049684	0.498995	0.497366	0.494143	0.48529	0.409138	0.087678	0.485401459854015	822	0.004	0
ENSMUST00000049922	0.502661	0.50517	0.511104	0.527305	0.531851	0.521815	0.398832684824903	1542	0.012	0
ENSMUST00000050143	0.499583	0.499583	0.515164	0.548327	0.590351	0.869797	1	801	1	1
ENSMUST00000050571	0.501293	0.503831	0.504258	0.509501	0.516014	0.519887	0.333333333333333	990	0	0
ENSMUST00000050581	0.502337	0.506031	0.546129	0.609235	0.681724	0.805364	0.76355421686747	1328	0.96	1
ENSMUST00000050754	0.499301	0.498747	0.490025	0.481743	0.465629	0.486983	0.320905459387483	2253	0	0
ENSMUST00000051224	0.500069	0.499443	0.515145	0.535446	0.552676	0.555394	0.321405613884722	4667	0.036	0
ENSMUST00000052806	0.499479	0.49896	0.493569	0.489848	0.488434	0.495001	0.319829424307036	1407	0	0
ENSMUST00000053559	0.501271	0.503644	0.490358	0.478694	0.437252	0.141014	0.132688320663442	2894	0	0
ENSMUST00000053635	0.499332	0.498294	0.516469	0.536103	0.558593	0.54252	0.99172950620287	4111	0.996	1
ENSMUST00000054837	0.506045	0.515071	0.513638	0.524704	0.529463	0.509686	0.834051724137931	464	0.008	0
ENSMUST00000054860	0.498687	0.496769	0.50472	0.511832	0.525451	0.55689	0.489270386266094	466	0.042	0
ENSMUST00000055369	0.500837	0.501482	0.505187	0.506424	0.517304	0.510451	0.135901162790698	4128	0.004	0
ENSMUST00000055820	0.502625	0.507713	0.526231	0.542168	0.558999	0.483721	0.710031347962382	638	0.1	0
ENSMUST00000056145	0.499998	0.500753	0.50425	0.50331	0.512057	0.515809	0.132877205617573	2777	0.002	0
ENSMUST00000056401	0.494183	0.48877	0.482425	0.473451	0.462579	0.464576	0.173106646058733	1941	0	0
ENSMUST00000056767	0.502064	0.503036	0.513362	0.530843	0.557834	0.563502	0.36636918741193	2129	0.04	0
ENSMUST00000056774	0.506197	0.51509	0.513227	0.517069	0.470703	0.099319	0.444738583719391	1511	0	0
ENSMUST00000056879	0.496751	0.493005	0.452182	0.410607	0.34856	0.149327	0.880681818181818	528	0.014	0
ENSMUST00000056994	0.499515	0.500551	0.495428	0.48614	0.495206	0.516673	0.222946544980443	1534	0	0
ENSMUST00000057889	0.512368	0.532242	0.551357	0.575523	0.584698	0.510099	0.305604982206406	2248	0	0
ENSMUST00000058942	0.504293	0.509188	0.502786	0.515258	0.524178	0.490533	0.293089753772836	1259	0	0
ENSMUST00000059190	0.499246	0.497893	0.516067	0.548702	0.573553	0.589629	0.199152542372881	2832	0.024	0
ENSMUST00000059648	0.503154	0.5073	0.499239	0.501044	0.480448	0.256076	0.217006200177148	3387	0	0
ENSMUST00000060147	0.49537	0.489819	0.490394	0.49042	0.505096	0.458291	0.197394136807818	1535	0.004	0
ENSMUST00000060526	0.492723	0.484535	0.487385	0.4811	0.481855	0.537469	0.218636127017179	1921	0.004	0
ENSMUST00000060946	0.501184	0.500927	0.487335	0.484877	0.485031	0.481159	0.22875	1600	0	0
ENSMUST00000061201	0.498611	0.497227	0.498184	0.512354	0.561727	0.62259	0.805255748474894	2131	0.392	0
ENSMUST00000061537	0.501725	0.506154	0.502002	0.511099	0.514325	0.50193	0.29450915141431	1202	0.002	0
ENSMUST00000061643	0.502385	0.506052	0.507248	0.511461	0.50087	0.565195	0.748549323017408	517	0.022	0
ENSMUST00000061823	0.501023	0.500661	0.486805	0.478413	0.461846	0.517021	0.205998421468035	3801	0	0
ENSMUST00000061899	0.49744	0.49479	0.489467	0.482326	0.494508	0.540028	0.298210735586481	2012	0.002	0
ENSMUST00000062159	0.494733	0.487917	0.484804	0.472337	0.47853	0.489613	0.401212121212121	2475	0.008	0
ENSMUST00000062438	0.499287	0.496749	0.487229	0.473696	0.456371	0.109754	0.319266055045872	1090	0	0
ENSMUST00000062522	0.497258	0.495257	0.496896	0.482828	0.486217	0.480663	0.166555183946488	2990	0	0
ENSMUST00000062902	0.511132	0.528931	0.546799	0.579431	0.608895	0.564382	0.249406175771971	2105	0.018	0
ENSMUST00000063103	0.498836	0.498422	0.530403	0.570615	0.602768	0.621724	0.12956204379562	1644	0.03	0
ENSMUST00000063230	0.499407	0.499958	0.506317	0.511711	0.539226	0.492546	0.366366366366366	999	0.006	0
ENSMUST00000063376	0.506176	0.512746	0.513956	0.53189	0.550018	0.505658	0.239786856127886	1689	0	0
ENSMUST00000063585	0.500761	0.500096	0.521391	0.539247	0.557298	0.553019	0.991659111514053	11030	0.996	1
ENSMUST00000063858	0.502492	0.506568	0.513212	0.537273	0.558087	0.228107	0.564986737400531	377	0.03	0
ENSMUST00000064002	0.493537	0.485133	0.491255	0.478944	0.48675	0.496031	1	327	0.344	0
ENSMUST00000064097	0.501944	0.506709	0.503943	0.511917	0.541047	0.486996	0.105226236408278	2851	0	0
ENSMUST00000064349	0.499003	0.498676	0.48696	0.462635	0.436825	0.47776	0.161180124223602	3220	0	0
ENSMUST00000064930	0.500238	0.499238	0.4772	0.449756	0.43559	0.515028	0.137135922330097	2472	0	0
ENSMUST00000065383	0.500059	0.499778	0.498824	0.50184	0.526095	0.48891	0.143835616438356	2190	0	0
ENSMUST00000065469	0.498756	0.498756	0.479145	0.456274	0.430413	0.488289	0.351421188630491	1161	0	0
ENSMUST00000065709	0.500613	0.503064	0.500179	0.499976	0.364597	0.035602	0.163265306122449	1323	0	0
ENSMUST00000065741	0.498504	0.497261	0.492454	0.489101	0.48809	0.52339	0.494002181025082	917	0.002	0
ENSMUST00000065878	0.50898	0.522495	0.523462	0.533091	0.532193	0.498098	0.524390243902439	984	0.006	0
ENSMUST00000065956	0.497599	0.494827	0.495898	0.484627	0.43243	0.427865	0.145867098865478	2468	0	0
ENSMUST00000066005	0.501565	0.503424	0.501844	0.506886	0.504488	0.483812	1	414	0.278	0
ENSMUST00000066038	0.496598	0.493037	0.491775	0.484315	0.498235	0.502335	0.153926701570681	1910	0.006	0
ENSMUST00000066316	0.503439	0.509016	0.512788	0.523857	0.498894	0.144849	0.728785357737105	601	0.004	0
ENSMUST00000066604	0.499908	0.498917	0.490546	0.473114	0.456065	0.455422	0.168991839957884	3799	0	0
ENSMUST00000066740	0.498534	0.495481	0.488528	0.47869	0.463212	0.464278	0.533957845433255	854	0.002	0
ENSMUST00000066875	0.502152	0.504926	0.499612	0.495063	0.499025	0.536652	0.228	3000	0	0
ENSMUST00000067136	0.495059	0.488266	0.486979	0.473611	0.456611	0.485332	0.144866385372714	2133	0	0
ENSMUST00000067450	0.503561	0.505755	0.501295	0.501177	0.505035	0.499416	0.140646976090014	2133	0	0
ENSMUST00000067468	0.50548	0.516318	0.519398	0.53512	0.495925	0.146645	0.209862385321101	2616	0.002	0
ENSMUST00000067618	0.493701	0.486109	0.483918	0.466819	0.429146	0.086163	0.173498034811903	1781	0	0
ENSMUST00000067621	0.496266	0.491894	0.509037	0.515776	0.543547	0.724746	0.768472906403941	2030	0.736	1
ENSMUST00000067628	0.501634	0.504357	0.49954	0.502393	0.515355	0.541158	0.335260115606936	1038	0	0
ENSMUST00000067743	0.504965	0.511751	0.504381	0.502623	0.498555	0.533617	0.67601246105919	963	0.022	0
ENSMUST00000068397	0.50076	0.502027	0.506487	0.509408	0.487671	0.163131	0.625228519195612	547	0	0
ENSMUST00000068507	0.499199	0.496484	0.484716	0.471195	0.460569	0.476041	0.330121703853955	1972	0.002	0
ENSMUST00000068704	0.496771	0.491057	0.498468	0.474692	0.435251	0.393756	0.128061581525542	2858	0	0
ENSMUST00000068730	0.502461	0.505651	0.495495	0.48799	0.493523	0.488835	0.402234636871508	1253	0	0
ENSMUST00000068968	0.504244	0.508651	0.516269	0.534728	0.555898	0.542156	0.233587786259542	2620	0	0
ENSMUST00000069035	0.502986	0.505358	0.507289	0.513038	0.516838	0.500361	0.543478260869565	828	0.006	0
ENSMUST00000069044	0.504898	0.510085	0.526413	0.553248	0.57861	0.580661	0.999651081646895	2866	1	1
ENSMUST00000069457	0.497598	0.495343	0.497731	0.495989	0.469874	0.137469	0.108818635607321	3005	0	0
ENSMUST00000069553	0.502046	0.503581	0.496892	0.482985	0.485535	0.459937	0.46619576185671	991	0	0
ENSMUST00000069573	0.509247	0.526003	0.553662	0.599788	0.643929	0.585162	0.363449691991786	1461	0.05	0
ENSMUST00000069741	0.501647	0.503527	0.506701	0.516955	0.521676	0.531978	0.139036016949153	3776	0	0
ENSMUST00000069809	0.500484	0.500506	0.484063	0.462243	0.443871	0.525888	0.213655091230135	1699	0	0
ENSMUST00000069896	0.49623	0.489439	0.482402	0.472688	0.457423	0.474363	0.0783847980997625	2526	0	0
ENSMUST00000069943	0.506514	0.516932	0.507268	0.505065	0.511854	0.525082	0.300357568533969	1678	0.004	0
ENSMUST00000070048	0.501116	0.503	0.498126	0.49605	0.52713	0.567606	0.285832642916321	1207	0.002	0
ENSMUST00000070085	0.497253	0.493541	0.500869	0.501531	0.494352	0.132297	0.0818818459328425	5569	0.004	0
ENSMUST00000070382	0.494764	0.487672	0.487039	0.480019	0.474405	0.488604	0.232350925291295	1459	0.004	0
ENSMUST00000070425	0.498867	0.497309	0.491132	0.487053	0.506239	0.497038	0.994082840236686	338	0.284	0
ENSMUST00000070942	0.503375	0.507291	0.489996	0.483258	0.479988	0.508657	0.570247933884298	847	0.018	0
ENSMUST00000070956	0.510015	0.524893	0.53479	0.546008	0.543844	0.529043	0.187703435804702	2765	0.002	0
ENSMUST00000070987	0.497894	0.493853	0.491284	0.486115	0.492863	0.47896	0.268056589724497	1343	0.004	0
ENSMUST00000071008	0.49832	0.496516	0.507975	0.519303	0.538065	0.48587	0.14687216681777	2206	0.008	0
ENSMUST00000071067	0.503643	0.510583	0.512034	0.522101	0.499461	0.109199	0.262844780962683	1849	0.002	0
ENSMUST00000071101	0.508863	0.520751	0.510278	0.510544	0.423993	0.114537	0.163429054054054	2368	0	0
ENSMUST00000071242	0.496497	0.492814	0.510276	0.533351	0.55224	0.570277	0.892933618843683	934	0.968	1
ENSMUST00000071320	0.495069	0.487674	0.473617	0.479044	0.609318	0.71557	0.906040268456376	894	0.41	0
ENSMUST00000071522	0.500563	0.500695	0.506584	0.514129	0.498299	0.544018	0.201907790143084	1887	0.004	0
ENSMUST00000071847	0.505509	0.512211	0.527731	0.55547	0.586442	0.641834	0.426301853486319	1133	0.06	0
ENSMUST00000072123	0.500396	0.501224	0.505223	0.516773	0.518376	0.566304	0.473098330241187	1078	0.012	0
ENSMUST00000072437	0.497096	0.494342	0.486479	0.474954	0.468178	0.494141	0.104761904761905	3150	0	0
ENSMUST00000072612	0.499487	0.497952	0.500322	0.506481	0.511984	0.550038	0.284655300222387	2698	0	0
ENSMUST00000072769	0.500467	0.502614	0.501337	0.511958	0.514618	0.449205	0.181273816004355	1837	0	0
ENSMUST00000072940	0.494032	0.485222	0.483547	0.476952	0.515929	0.570113	0.882352941176471	2550	0.384	0
ENSMUST00000073642	0.497281	0.49417	0.505942	0.524732	0.544342	0.550394	0.625841184387618	743	0.494	1
ENSMUST00000074412	0.498188	0.497181	0.508574	0.512329	0.523325	0.554714	0.588118811881188	505	0.194	0
ENSMUST00000074702	0.496027	0.491244	0.483305	0.466281	0.450986	0.113249	0.05720152537401	3409	0	0
ENSMUST00000075081	0.502646	0.506243	0.502659	0.504134	0.492195	0.202624	0.483981693363844	874	0	0
ENSMUST00000075109	0.500531	0.501053	0.516114	0.534701	0.542683	0.599313	0.864532019704433	406	0.674	1
ENSMUST00000076633	0.501505	0.504174	0.515673	0.532674	0.556825	0.585203	0.395331325301205	1328	0.04	0
ENSMUST00000076984	0.507389	0.518951	0.518372	0.531228	0.535401	0.546103	0.301136363636364	1056	0.004	0
ENSMUST00000077163	0.504204	0.508773	0.539678	0.581769	0.628295	0.624521	0.53880266075388	451	0.592	1
ENSMUST00000078431	0.497723	0.495317	0.515702	0.536581	0.570047	0.522593	0.501270648030496	1574	0.288	0
ENSMUST00000078844	0.499675	0.499087	0.494503	0.496908	0.453895	0.117911	0.330550918196995	599	0	0
ENSMUST00000078897	0.500356	0.500447	0.507554	0.514197	0.519784	0.4933	0.957589285714286	448	0.228	0
ENSMUST00000079186	0.500708	0.503951	0.515653	0.537887	0.547216	0.53438	0.201844818231145	1843	0.012	0
ENSMUST00000079237	0.495911	0.489158	0.494966	0.497799	0.454199	0.397441	0.233922829581994	2488	0.002	0
ENSMUST00000079376	0.499181	0.498043	0.479981	0.459841	0.445295	0.519863	0.563478260869565	575	0.004	0
ENSMUST00000079389	0.504383	0.510382	0.515805	0.530368	0.529492	0.356969	1	429	0.18	0
ENSMUST00000079529	0.501183	0.502429	0.502654	0.519646	0.535203	0.44905	0.142138364779874	2385	0.002	0
ENSMUST00000079720	0.501903	0.504496	0.491045	0.477252	0.432292	0.132746	0.566302652106084	641	0.006	0
ENSMUST00000080024	0.497833	0.494257	0.477002	0.460598	0.454026	0.515409	0.872403560830861	337	0.034	0
ENSMUST00000080726	0.500888	0.501245	0.505056	0.508435	0.510852	0.484662	0.823741007194245	1668	0.078	0
ENSMUST00000080795	0.505821	0.512861	0.515386	0.528145	0.521301	0.151423	0.145180250783699	5104	0	0
ENSMUST00000080872	0.502491	0.505499	0.496597	0.489191	0.470341	0.20843	0.993506493506494	308	0.348	0
ENSMUST00000080891	0.499824	0.499016	0.494026	0.497518	0.485051	0.521269	0.542682926829268	984	0.014	0
ENSMUST00000081029	0.50243	0.505958	0.520697	0.553495	0.61139	0.720569	0.393996247654784	1599	0.144	0
ENSMUST00000081193	0.496137	0.487158	0.48496	0.464721	0.406589	0.411705	0.166848418756816	1834	0	0
ENSMUST00000081331	0.503829	0.509666	0.516674	0.544646	0.557415	0.547973	0.412037037037037	1296	0.03	0
ENSMUST00000081580	0.498135	0.495579	0.496463	0.493838	0.480807	0.52986	0.159860557768924	2008	0	0
ENSMUST00000081929	0.50296	0.507289	0.504099	0.511646	0.478629	0.152525	0.216049382716049	1458	0	0
ENSMUST00000082032	0.500038	0.500548	0.518884	0.5417	0.572073	0.560846	0.316608996539792	1156	0.072	0
ENSMUST00000082153	0.49518	0.488554	0.498438	0.494636	0.505419	0.516544	1	534	0.372	0
ENSMUST00000084298	0.497187	0.49463	0.484026	0.470329	0.412191	0.129849	1	387	0.118	0
ENSMUST00000084677	0.501379	0.502126	0.507586	0.517282	0.535886	0.55687	0.53554650798622	3193	0.048	0
ENSMUST00000084713	0.496215	0.492531	0.477539	0.463448	0.453587	0.50933	0.2271714922049	1796	0	0
ENSMUST00000084725	0.500118	0.501348	0.50516	0.502715	0.434815	0.135999	0.789473684210526	361	0.018	0
ENSMUST00000085241	0.499282	0.498231	0.482676	0.473383	0.485306	0.541633	0.264259927797834	1385	0.002	0
ENSMUST00000085257	0.495522	0.489418	0.494151	0.494361	0.499913	0.534359	0.976356050069541	719	0.604	1
ENSMUST00000085885	0.495602	0.488032	0.487695	0.498313	0.510241	0.519644	0.210790464240903	797	0.026	0
ENSMUST00000086108	0.493849	0.486528	0.496538	0.498028	0.516415	0.497173	1	279	0.976	1
ENSMUST00000086496	0.492108	0.480413	0.481337	0.464208	0.443866	0.54144	0.246067415730337	890	0.024	0
ENSMUST00000086912	0.496367	0.491757	0.476887	0.450158	0.433283	0.487725	0.609677419354839	620	0.044	0
ENSMUST00000087431	0.503806	0.508929	0.505681	0.518557	0.532311	0.490611	0.793388429752066	242	0.066	0
ENSMUST00000087588	0.506708	0.515331	0.523449	0.543918	0.556008	0.58515	0.362515413070284	811	0.018	0
ENSMUST00000087884	0.493318	0.484773	0.483992	0.473221	0.492771	0.651574	0.518518518518518	324	0.174	0
ENSMUST00000087947	0.504126	0.509582	0.509101	0.508188	0.514641	0.526936	0.426395939086294	985	0	0
ENSMUST00000088018	0.503998	0.510919	0.55285	0.613659	0.682538	0.659119	0.438011327879169	1589	0.614	1
ENSMUST00000088133	0.500571	0.499612	0.509878	0.520938	0.523326	0.559406	0.410745233968804	577	0.004	0
ENSMUST00000088134	0.500571	0.499612	0.509878	0.520938	0.523326	0.559406	0.410745233968804	577	0.004	0
ENSMUST00000088880	0.501627	0.503401	0.499319	0.501617	0.498876	0.495919	0.371453138435082	1163	0	0
ENSMUST00000089303	0.499843	0.499703	0.486241	0.484314	0.488497	0.544595	0.116968698517298	1821	0.002	0
ENSMUST00000089534	0.5022	0.506217	0.51455	0.525681	0.521627	0.498546	0.194420963651733	3549	0	0
ENSMUST00000089584	0.503718	0.510117	0.541515	0.580356	0.630644	0.763281	0.619834710743802	605	0.95	1
ENSMUST00000089689	0.498222	0.496074	0.487007	0.478044	0.488994	0.561976	0.507352941176471	408	0.012	0
ENSMUST00000090043	0.500978	0.501594	0.50573	0.508656	0.510132	0.47165	0.824909747292419	1662	0.066	0
ENSMUST00000090237	0.502841	0.506142	0.509648	0.527364	0.488868	0.146473	0.256626506024096	830	0.004	0
ENSMUST00000090257	0.502995	0.507317	0.532353	0.572449	0.620975	0.739044	1	879	1	1
ENSMUST00000090409	0.493352	0.485267	0.480471	0.460609	0.449412	0.501279	0.128524350054925	2731	0	0
ENSMUST00000090457	0.502616	0.506929	0.512631	0.52749	0.540612	0.573666	0.21617802896503	2831	0.022	0
ENSMUST00000090527	0.495387	0.488896	0.508547	0.522086	0.563212	0.857188	0.862796833773087	758	0.868	1
ENSMUST00000090537	0.507481	0.518741	0.516598	0.520108	0.470425	0.096835	0.264490988796883	2053	0	0
ENSMUST00000090704	0.499235	0.502424	0.532894	0.567928	0.599887	0.555978	1	675	0.998	1
ENSMUST00000091023	0.499727	0.498325	0.496472	0.481871	0.464509	0.480402	0.356304985337243	1364	0	0
ENSMUST00000091324	0.500601	0.501877	0.4923	0.478532	0.46786	0.290189	0.109666937449228	2462	0	0
ENSMUST00000093501	0.499074	0.498313	0.499344	0.491627	0.452417	0.101851	0.245544554455446	1515	0	0
ENSMUST00000093873	0.501451	0.500654	0.480682	0.46433	0.466986	0.45898	0.178601165695254	2402	0	0
ENSMUST00000094227	0.494811	0.487313	0.487954	0.483486	0.520333	0.765226	0.21344262295082	3050	0.39	0
ENSMUST00000094228	0.496092	0.491854	0.501143	0.513114	0.532281	0.53886	0.230323515210043	2071	0.028	0
ENSMUST00000094460	0.500985	0.502779	0.510436	0.515598	0.51465	0.537995	0.522132796780684	994	0.012	0
ENSMUST00000094774	0.503952	0.50748	0.499738	0.499439	0.480286	0.226154	0.424137931034483	580	0.016	0
ENSMUST00000095015	0.498446	0.496427	0.523477	0.557189	0.614571	0.954201	0.204291044776119	1072	0.16	0
ENSMUST00000095071	0.500814	0.500803	0.522317	0.5498	0.585164	0.629366	1	252	1	1
ENSMUST00000095183	0.50726	0.518267	0.505386	0.507425	0.496825	0.549898	0.574123989218329	742	0.02	0
ENSMUST00000095617	0.51122	0.533012	0.53313	0.560378	0.542248	0.570891	0.138107416879795	1173	0.004	0
ENSMUST00000095740	0.501647	0.50342	0.491474	0.480393	0.478361	0.486094	0.267384916748286	1021	0.004	0
ENSMUST00000095874	0.497377	0.494621	0.503487	0.515512	0.522793	0.199741	0.262406283470189	2801	0.014	0
ENSMUST00000095903	0.500722	0.503114	0.509887	0.528095	0.510413	0.157545	0.079989842559675	3938	0	0
ENSMUST00000095946	0.502627	0.505144	0.495725	0.50322	0.524414	0.520858	0.126163007071083	2687	0	0
ENSMUST00000096114	0.498303	0.496939	0.511909	0.534695	0.558974	0.563754	0.565435190983093	1597	0.436	0
ENSMUST00000096151	0.502845	0.506221	0.504738	0.510557	0.524079	0.690236	0.658662092624357	583	0.096	0
ENSMUST00000096155	0.498526	0.498277	0.492166	0.483969	0.524561	0.709139	0.365111561866126	493	0.258	0
ENSMUST00000096366	0.500726	0.502055	0.508965	0.52278	0.552172	0.576502	0.745562130177515	507	0.136	0
ENSMUST00000096397	0.500239	0.500759	0.488509	0.478748	0.480608	0.455063	0.205336426914153	862	0.004	0
ENSMUST00000096426	0.492632	0.48433	0.467619	0.416443	0.363819	0.36813	0.0558159352364721	7041	0	0
ENSMUST00000096485	0.501005	0.502475	0.528215	0.559015	0.591478	0.575169	0.796774193548387	930	0.844	1
